,age,job,marital,education,default,housing,loan,contact,month,day_week,campaign,previous,poutcome,subscribed
28079,33,8,1,4,1,1,3,2,1,1,1,0,2,no
28080,39,3,2,4,1,1,1,1,1,1,1,2,1,no
28081,44,8,2,4,1,3,1,1,1,1,1,2,1,no
28082,33,8,1,4,1,3,3,1,1,1,1,0,2,no
28083,32,2,2,3,1,3,3,1,1,1,2,0,2,yes
28084,32,2,2,3,1,1,1,1,1,1,2,0,2,no
28085,54,4,2,8,1,3,1,1,1,1,1,0,2,yes
28086,55,6,2,4,1,3,1,1,1,1,1,1,1,no
28087,49,7,1,8,2,1,1,1,1,1,1,0,2,no
28088,50,1,2,6,2,3,1,1,1,1,1,0,2,no
28089,33,3,2,4,1,3,1,1,1,1,2,1,1,no
28090,50,1,2,8,1,3,1,1,1,1,1,0,2,no
28091,39,2,2,2,1,1,1,1,1,1,2,0,2,no
28092,56,5,2,7,1,1,1,2,1,1,2,2,1,no
28093,54,4,2,8,1,3,1,1,1,1,1,1,1,no
28094,45,2,2,3,2,3,1,1,1,1,2,0,2,no
28095,36,2,2,3,1,2,2,1,1,1,2,0,2,no
28096,48,1,2,4,1,3,1,1,1,1,1,0,2,no
28097,48,1,2,4,1,1,1,1,1,1,2,0,2,no
28098,32,8,2,4,1,1,1,1,1,1,1,1,1,no
28099,43,5,2,7,2,1,1,1,1,1,2,0,2,no
28100,32,8,2,4,1,1,1,1,1,1,1,0,2,no
28101,34,2,3,3,1,1,1,1,1,1,1,1,3,no
28102,49,8,2,2,1,1,3,1,1,1,1,0,2,no
28103,50,2,2,1,1,3,1,1,1,1,3,0,2,no
28104,39,3,2,4,1,1,1,1,1,1,2,0,2,no
28105,37,1,2,4,1,3,1,1,1,1,2,1,1,no
28106,32,2,2,2,1,3,3,1,1,1,2,1,1,no
28107,44,5,1,7,1,3,1,1,1,1,1,0,2,no
28108,44,5,1,7,1,1,1,1,1,1,1,1,1,no
28109,31,10,3,4,1,3,1,1,1,1,1,1,1,no
28110,47,10,2,4,1,3,1,1,1,1,2,0,2,no
28111,36,8,3,4,1,1,3,2,1,1,2,0,2,no
28112,47,2,2,3,1,1,3,1,1,1,2,1,1,no
28113,46,5,2,4,2,3,1,1,1,1,4,0,2,no
28114,41,1,2,2,1,1,1,1,1,1,2,1,1,yes
28115,51,10,1,6,1,1,1,1,1,1,2,0,2,no
28116,37,1,2,7,1,3,1,2,1,1,4,0,2,no
28117,40,8,2,4,1,3,1,1,1,1,2,0,2,no
28118,49,8,2,2,1,3,1,1,1,1,2,0,2,no
28119,38,3,2,6,1,3,3,1,1,2,2,1,1,no
28120,46,2,2,3,2,3,3,1,1,2,1,0,2,no
28121,42,5,2,8,1,3,1,1,1,2,2,1,1,no
28122,41,11,2,3,1,1,3,1,1,2,1,1,3,no
28123,50,5,1,7,2,1,1,2,1,2,6,1,1,yes
28124,41,11,2,3,1,3,1,1,1,2,1,0,2,no
28125,45,1,2,4,1,3,1,1,1,2,3,0,2,no
28126,40,5,2,7,1,3,1,1,1,2,1,0,2,no
28127,25,10,3,6,1,1,3,1,1,2,4,0,2,no
28128,40,8,3,4,1,1,1,1,1,2,1,0,2,no
28129,37,10,1,3,1,3,1,1,1,2,1,1,1,no
28130,38,1,3,4,1,3,1,1,1,2,2,1,1,no
28131,55,5,1,7,1,1,3,1,1,2,1,0,2,no
28132,53,2,2,1,2,3,1,1,1,2,2,1,1,yes
28133,31,10,2,6,1,1,1,1,1,2,3,1,1,no
28134,26,1,2,4,1,3,1,1,1,2,10,0,2,no
28135,56,6,2,2,1,3,1,2,1,2,1,0,2,no
28136,55,6,2,1,1,3,1,1,1,2,1,0,2,yes
28137,65,6,2,7,1,3,1,1,1,2,1,0,2,no
28138,34,1,2,2,1,3,1,1,1,2,1,0,2,no
28139,55,5,1,7,1,3,1,1,1,2,3,0,2,no
28140,55,10,2,6,1,1,1,1,1,2,2,1,1,no
28141,44,2,2,4,1,1,1,1,1,2,2,1,1,no
28142,24,1,3,7,1,3,1,2,1,2,1,0,2,no
28143,46,7,3,7,2,1,1,1,1,2,1,0,2,no
28144,42,10,2,3,1,1,3,1,1,2,2,0,2,no
28145,46,8,1,4,1,1,1,1,1,2,2,1,1,no
28146,41,11,2,3,1,3,1,1,1,2,1,0,2,no
28147,44,10,2,8,1,3,1,1,1,2,1,1,1,no
28148,40,8,2,8,2,1,1,1,1,2,1,1,1,no
28149,45,2,3,3,1,3,1,1,1,2,1,0,2,no
28150,45,2,3,3,1,1,1,1,1,2,1,0,2,no
28151,55,4,2,1,1,1,1,1,1,2,1,0,2,no
28152,24,9,3,7,1,1,1,1,1,2,2,0,2,no
28153,55,4,2,1,1,3,1,1,1,2,1,0,2,no
28154,40,2,1,2,1,1,1,1,1,2,2,0,2,no
28155,26,1,2,4,1,1,1,1,1,2,1,0,2,no
28156,55,4,2,1,1,3,1,1,1,2,1,0,2,yes
28157,26,1,2,4,1,3,1,2,1,2,1,0,2,no
28158,58,6,1,4,1,3,1,1,1,2,2,0,2,no
28159,55,10,2,6,1,3,1,1,1,2,3,2,1,no
28160,43,8,2,6,1,1,1,1,1,2,1,0,2,no
28161,32,2,2,3,1,1,1,1,1,2,2,0,2,no
28162,32,2,2,3,1,2,2,1,1,2,1,0,2,yes
28163,35,10,2,6,1,3,1,1,1,2,1,0,2,no
28164,48,1,3,4,1,1,1,1,1,2,2,0,2,no
28165,40,8,2,4,1,1,1,1,1,2,3,1,1,no
28166,57,2,2,4,1,3,3,1,1,2,1,0,2,no
28167,34,2,2,3,2,3,1,2,1,2,2,1,3,yes
28168,29,10,3,6,1,3,1,1,1,2,3,0,2,yes
28169,37,2,2,2,1,3,1,1,1,2,2,1,1,yes
28170,38,2,2,3,1,1,1,1,1,2,2,1,1,no
28171,42,10,2,3,1,1,1,1,1,2,4,0,2,no
28172,53,2,2,1,2,1,1,1,1,2,4,0,2,no
28173,38,2,2,3,1,1,3,1,1,2,2,0,2,no
28174,46,2,2,3,2,3,1,2,1,2,3,1,1,no
28175,51,1,1,6,1,1,3,1,1,2,3,0,2,no
28176,56,5,2,7,1,1,1,1,1,4,5,0,2,no
28177,60,6,1,1,1,1,1,1,1,4,4,0,2,yes
28178,19,9,3,3,1,1,1,1,1,4,3,0,2,no
28179,32,10,3,7,1,3,1,1,1,4,3,0,2,no
28180,57,2,2,4,1,3,1,1,1,4,3,0,2,no
28181,39,10,2,2,1,3,1,1,1,4,2,0,2,no
28182,43,2,2,3,2,1,1,1,1,4,1,1,1,yes
28183,43,2,2,3,2,3,3,1,1,4,1,0,2,no
28184,35,1,2,4,1,1,1,1,1,4,2,1,1,no
28185,34,1,3,4,1,1,1,1,1,4,1,0,2,no
28186,44,10,1,6,1,1,1,1,1,4,1,0,2,no
28187,39,2,2,1,1,1,1,1,1,4,1,1,1,no
28188,35,2,2,3,1,1,1,1,1,4,1,1,1,no
28189,41,1,2,7,1,3,1,1,1,4,1,1,1,no
28190,22,9,3,4,1,1,1,1,1,4,2,0,2,no
28191,41,1,2,7,1,3,3,1,1,4,1,0,2,no
28192,41,1,2,7,1,1,1,1,1,4,1,0,2,yes
28193,40,2,2,3,1,1,3,1,1,4,1,0,2,no
28194,40,2,2,3,1,1,1,1,1,4,1,0,2,no
28195,46,1,1,4,1,1,1,1,1,4,2,0,2,no
28196,45,8,2,6,1,1,1,1,1,4,1,1,1,no
28197,40,7,2,6,2,1,1,1,1,4,1,1,1,no
28198,36,2,2,3,1,3,1,1,1,4,1,0,2,no
28199,39,7,2,6,1,1,3,1,1,4,1,0,2,no
28200,57,2,2,4,1,3,1,1,1,4,2,0,2,no
28201,36,1,1,4,1,1,1,1,1,4,1,0,2,no
28202,47,2,3,1,2,1,1,1,1,4,1,0,2,no
28203,45,5,1,7,1,1,1,1,1,4,2,0,2,no
28204,34,1,3,4,1,3,3,1,1,4,2,0,2,yes
28205,41,1,2,2,2,1,1,1,1,4,2,0,2,no
28206,46,10,2,2,1,1,1,1,1,4,1,0,2,no
28207,32,10,3,7,1,1,1,1,1,4,4,0,2,yes
28208,40,10,2,6,1,3,1,1,1,4,1,0,2,no
28209,31,2,2,3,2,3,1,1,1,4,1,1,1,no
28210,40,10,2,6,1,1,1,1,1,4,1,0,2,no
28211,39,1,2,4,1,3,1,2,1,4,1,0,2,no
28212,66,6,3,7,1,3,1,1,1,4,1,0,2,no
28213,42,10,1,6,1,3,1,1,1,4,1,1,1,no
28214,19,9,3,3,1,3,1,1,1,4,1,0,2,yes
28215,41,2,2,3,1,3,1,1,1,4,1,0,2,no
28216,42,10,1,6,1,1,1,1,1,4,1,1,1,no
28217,34,5,2,7,1,3,1,1,1,4,2,0,2,no
28218,28,9,3,7,1,3,1,1,1,4,3,2,1,no
28219,32,1,3,7,1,1,1,1,1,4,2,0,2,no
28220,72,6,2,1,1,2,2,1,1,4,1,0,2,no
28221,72,6,2,1,1,1,1,2,1,4,1,0,2,no
28222,38,8,1,4,2,3,1,1,1,4,1,1,3,no
28223,31,2,2,3,1,1,1,1,1,4,1,1,1,yes
28224,36,2,2,3,1,3,3,1,1,4,1,0,2,no
28225,32,10,3,7,1,1,1,1,1,4,1,0,2,no
28226,45,8,2,4,1,1,1,1,1,4,1,0,2,no
28227,38,8,1,4,2,1,1,1,1,4,1,1,1,no
28228,45,8,2,4,1,3,1,1,1,4,1,0,2,no
28229,38,8,1,4,2,3,1,1,1,4,2,1,1,no
28230,43,1,3,4,1,1,1,1,1,4,1,0,2,no
28231,57,2,2,3,1,1,1,1,1,4,1,0,2,no
28232,35,11,1,7,1,3,3,1,1,4,1,1,1,no
28233,35,11,1,7,1,1,1,1,1,4,1,1,1,no
28234,40,6,3,1,1,3,3,1,1,4,1,0,2,no
28235,46,8,2,8,1,3,1,1,1,4,3,1,1,no
28236,25,9,3,4,1,1,1,1,1,4,2,0,2,no
28237,36,7,3,7,1,1,3,1,1,4,2,0,2,no
28238,39,10,2,2,1,1,1,1,1,4,3,0,2,no
28239,44,2,2,3,1,1,1,1,1,4,1,0,2,no
28240,40,8,2,4,1,3,1,1,1,4,2,0,2,no
28241,40,2,2,4,1,1,1,1,1,4,8,0,2,no
28242,41,2,2,3,1,1,1,1,1,4,1,1,1,no
28243,59,8,2,4,1,3,1,1,1,4,3,1,1,no
28244,44,8,1,4,1,1,1,1,1,4,1,0,2,no
28245,44,8,1,4,1,1,1,1,1,4,1,0,2,no
28246,44,8,1,4,1,3,3,1,1,4,1,0,2,yes
28247,38,2,2,1,1,1,1,1,1,4,1,0,2,no
28248,38,2,2,1,1,1,1,1,1,4,1,0,2,no
28249,38,1,1,4,1,1,1,1,1,4,2,1,1,no
28250,33,2,3,6,1,1,1,1,1,4,2,0,2,no
28251,55,10,2,4,1,3,3,1,1,4,3,0,2,no
28252,59,6,2,1,1,1,1,2,1,4,4,0,2,no
28253,43,1,3,4,1,1,1,1,1,4,2,1,1,no
28254,40,2,2,4,1,1,1,1,1,4,3,1,1,no
28255,36,3,2,4,1,3,1,1,1,4,7,0,2,no
28256,44,2,3,3,1,3,1,1,1,4,2,0,2,no
28257,27,10,2,6,1,3,3,1,1,5,3,0,2,no
28258,27,10,3,3,1,1,3,1,1,5,2,0,2,no
28259,46,8,2,4,1,1,1,1,1,5,2,0,2,no
28260,25,9,3,4,1,3,1,1,1,5,1,0,2,yes
28261,25,9,3,4,1,3,1,1,1,5,1,0,2,yes
28262,34,8,2,4,1,3,1,1,1,5,1,0,2,no
28263,27,10,3,3,1,3,1,1,1,5,1,0,2,no
28264,27,10,3,3,1,3,1,1,1,5,1,0,2,no
28265,43,10,3,6,2,3,1,1,1,5,1,0,2,no
28266,40,4,2,3,1,3,3,2,1,5,1,1,1,no
28267,32,10,3,7,1,1,1,1,1,5,1,0,2,no
28268,55,1,1,7,1,3,1,1,1,5,1,1,1,no
28269,27,1,3,7,1,3,3,1,1,5,1,1,1,no
28270,55,1,1,7,1,3,1,1,1,5,1,0,2,yes
28271,61,6,2,7,1,3,1,1,1,5,2,0,2,no
28272,46,2,1,3,1,1,3,1,1,5,1,0,2,yes
28273,48,10,2,6,1,1,1,1,1,5,1,1,1,no
28274,29,10,2,7,1,3,1,1,1,5,3,0,2,no
28275,32,10,3,7,1,1,1,1,1,5,3,0,2,no
28276,41,2,2,1,1,3,1,1,1,5,1,0,2,no
28277,41,2,2,1,1,3,1,1,1,5,1,0,2,no
28278,27,10,3,3,1,3,1,2,1,5,2,0,2,yes
28279,25,11,3,6,1,3,1,1,1,5,1,0,2,no
28280,25,11,3,6,1,1,1,1,1,5,1,0,2,no
28281,49,2,1,1,2,1,1,1,1,5,1,0,2,no
28282,27,10,3,3,1,3,1,1,1,5,3,0,2,no
28283,39,2,2,3,1,3,1,1,1,5,1,1,1,no
28284,39,2,2,3,1,3,1,1,1,5,1,1,1,no
28285,27,10,3,3,1,1,3,1,1,5,2,0,2,no
28286,37,10,2,7,1,3,1,2,1,5,1,0,2,no
28287,29,2,3,4,1,3,3,1,1,5,1,1,1,no
28288,39,2,2,3,2,1,3,1,1,5,6,0,2,no
28289,34,8,2,4,1,1,1,1,1,5,2,0,2,no
28290,39,2,2,3,2,3,1,1,1,5,4,0,2,no
28291,46,2,1,2,2,1,1,1,1,5,5,2,1,no
28292,38,1,2,4,1,1,3,1,1,5,1,1,1,no
28293,48,2,2,3,1,3,1,1,1,5,3,2,1,yes
28294,36,5,2,7,1,1,3,1,1,5,1,0,2,no
28295,36,4,2,3,1,3,1,1,1,5,1,1,1,no
28296,63,6,2,8,1,1,1,1,1,5,1,1,1,yes
28297,63,6,2,8,1,3,1,2,1,5,1,0,2,yes
28298,37,2,2,1,1,3,1,1,1,5,1,1,3,no
28299,50,1,2,7,1,2,2,1,1,5,2,0,2,no
28300,39,2,2,3,2,3,3,1,1,5,1,1,1,no
28301,47,11,1,3,1,1,1,1,1,5,2,0,2,no
28302,63,6,2,8,1,1,1,2,1,5,1,0,2,no
28303,28,1,2,7,1,3,1,1,1,5,1,0,2,no
28304,51,1,3,7,1,3,3,1,1,5,1,0,2,no
28305,29,1,2,7,1,3,3,1,1,5,1,0,2,yes
28306,25,1,3,6,1,3,1,1,1,5,1,0,2,no
28307,47,3,2,4,1,1,3,1,1,5,2,0,2,no
28308,25,1,3,6,1,3,1,1,1,5,1,0,2,yes
28309,29,10,2,7,1,2,2,1,1,5,1,0,2,no
28310,31,8,2,4,1,1,3,1,1,5,6,0,2,no
28311,36,5,2,7,1,1,3,1,1,5,2,0,2,no
28312,82,6,2,8,1,1,1,1,1,5,1,0,2,yes
28313,27,10,3,3,1,1,1,1,1,5,3,0,2,no
28314,46,8,2,4,1,3,1,1,1,5,2,0,2,no
28315,24,8,3,4,1,3,1,1,1,5,1,0,2,yes
28316,47,1,3,7,1,1,1,1,1,5,1,0,2,no
28317,35,1,3,7,1,3,1,1,1,5,1,0,2,no
28318,38,1,2,4,1,1,1,1,1,5,2,1,1,no
28319,24,9,3,4,1,3,1,1,1,5,1,0,2,no
28320,64,10,2,6,1,3,1,1,1,5,1,0,2,no
28321,35,1,2,4,1,3,1,1,1,5,1,0,2,yes
28322,40,8,1,4,1,3,1,1,1,5,1,0,2,no
28323,42,2,2,2,1,3,3,1,1,5,1,0,2,no
28324,35,10,1,6,1,3,1,1,1,5,1,0,2,no
28325,40,1,1,7,1,3,1,1,1,5,1,0,2,no
28326,35,10,1,6,1,3,1,1,1,5,1,0,2,no
28327,35,10,1,6,1,3,1,1,1,5,1,1,1,no
28328,35,8,1,3,1,1,1,1,1,5,1,0,2,no
28329,34,8,2,4,1,1,1,1,1,5,2,1,1,no
28330,29,1,3,7,1,3,1,1,1,5,1,0,2,no
28331,37,2,2,1,1,1,1,1,1,5,2,1,1,no
28332,34,1,3,6,1,1,1,1,1,5,1,0,2,no
28333,52,2,2,1,1,3,1,1,1,5,1,0,2,no
28334,46,2,1,3,1,1,1,1,1,5,1,1,1,no
28335,37,10,2,6,2,3,3,1,1,5,1,0,2,no
28336,34,8,1,4,1,3,3,1,1,5,1,1,1,no
28337,58,6,2,7,1,2,2,1,1,5,1,0,2,yes
28338,40,1,1,7,1,1,1,1,1,5,2,0,2,yes
28339,27,10,3,3,1,3,1,1,1,5,7,0,2,no
28340,22,5,3,7,1,3,1,1,1,5,2,0,2,no
28341,64,10,2,6,1,3,1,1,1,5,2,0,2,no
28342,39,2,2,3,1,3,1,1,1,5,3,0,2,no
28343,25,11,3,6,1,1,3,1,1,5,3,0,2,no
28344,35,8,2,4,2,3,1,1,1,5,2,0,2,no
28345,43,8,2,4,1,3,1,2,1,5,7,0,2,no
28346,34,8,2,4,1,3,1,1,1,5,3,0,2,no
28347,46,10,2,2,2,3,1,1,1,5,2,0,2,yes
28348,47,1,2,8,1,1,3,1,1,5,2,0,2,no
28349,39,8,2,3,2,3,3,2,1,5,2,0,2,no
28350,38,8,3,4,1,3,1,1,1,5,3,0,2,yes
28351,41,2,2,1,1,3,1,1,1,5,3,0,2,no
28352,29,1,3,7,1,1,1,1,1,5,2,0,2,yes
28353,33,1,3,7,1,1,1,1,1,5,2,0,2,no
28354,30,11,3,3,1,1,1,1,1,5,4,0,2,yes
28355,46,8,2,4,1,3,1,1,1,5,2,2,1,no
28356,43,7,2,4,2,3,1,1,1,5,2,0,2,no
28357,29,1,2,7,1,3,1,1,1,5,2,0,2,yes
28358,59,1,2,4,1,3,1,1,1,5,2,0,2,no
28359,31,1,3,7,1,3,1,1,1,5,2,0,2,no
28360,20,9,3,4,1,3,1,1,1,3,4,1,1,no
28361,36,1,3,7,1,3,1,1,1,3,3,2,1,no
28362,37,2,1,3,2,3,1,1,1,3,2,1,1,no
28363,31,1,3,7,1,3,1,1,1,3,1,0,2,no
28364,21,8,3,4,1,3,1,1,1,3,3,0,2,no
28365,41,1,2,7,2,3,3,2,1,3,1,0,2,no
28366,52,1,2,4,1,1,1,1,1,3,2,0,2,no
28367,21,8,3,4,1,3,3,1,1,3,2,0,2,no
28368,41,1,3,7,1,3,1,1,1,3,1,0,2,no
28369,28,8,3,4,1,1,1,1,1,3,1,0,2,no
28370,46,10,3,3,1,3,1,1,1,3,1,0,2,no
28371,43,1,1,4,1,2,2,1,1,3,1,1,1,no
28372,43,10,2,6,1,1,1,1,1,3,1,0,2,no
28373,36,1,3,7,1,3,1,1,1,3,4,1,1,yes
28374,59,2,2,1,2,3,1,1,1,3,6,0,2,no
28375,44,5,1,7,1,3,1,1,1,3,1,0,2,no
28376,24,1,3,6,1,3,1,1,1,3,6,0,2,no
28377,35,8,2,3,1,3,1,1,1,3,1,0,2,no
28378,32,7,3,7,1,1,1,1,1,3,1,0,2,yes
28379,35,8,2,3,1,1,1,1,1,3,1,0,2,no
28380,43,1,1,4,1,3,1,1,1,3,2,1,1,yes
28381,33,10,3,7,1,1,1,1,1,3,1,0,2,yes
28382,38,8,2,3,1,3,1,1,1,3,1,1,1,no
28383,38,10,2,4,1,1,1,1,1,3,1,0,2,no
28384,37,10,1,6,1,3,1,1,1,3,1,1,1,no
28385,32,8,1,4,1,1,1,1,1,3,3,0,2,no
28386,35,3,2,7,2,3,1,1,1,3,1,1,1,no
28387,33,10,3,7,1,2,2,1,1,3,3,0,2,yes
28388,67,6,2,7,1,3,1,2,1,3,4,0,2,no
28389,33,10,3,7,1,1,1,1,1,3,1,0,2,no
28390,40,7,2,7,1,3,1,1,1,3,1,0,2,no
28391,40,7,2,7,1,3,1,1,1,3,1,1,1,no
28392,41,10,2,7,2,1,3,1,1,3,1,1,1,no
28393,32,2,2,4,1,3,1,1,1,3,2,1,1,no
28394,51,8,2,4,2,1,1,1,1,3,3,0,2,no
28395,41,10,2,7,2,3,3,1,1,3,1,0,2,no
28396,48,2,2,3,2,3,3,1,1,3,2,0,2,no
28397,33,8,1,7,1,3,1,1,1,3,1,0,2,no
28398,36,1,2,7,1,3,1,1,1,3,4,0,2,no
28399,45,1,2,4,1,1,3,1,1,3,2,1,1,no
28400,33,10,3,7,1,3,1,1,1,3,1,0,2,yes
28401,33,10,3,7,1,3,1,1,1,3,1,1,1,no
28402,30,7,3,7,1,1,1,1,1,3,1,0,2,no
28403,30,7,3,7,1,3,1,1,1,3,1,0,2,no
28404,30,7,3,7,1,3,1,1,1,3,1,0,2,yes
28405,30,7,3,7,1,1,1,1,1,3,1,0,2,no
28406,30,7,3,7,1,3,1,1,1,3,1,1,1,yes
28407,30,7,3,7,1,1,1,1,1,3,1,0,2,yes
28408,30,7,3,7,1,1,1,1,1,3,1,0,2,no
28409,45,1,3,8,1,3,1,1,1,3,2,1,1,no
28410,35,8,2,4,1,3,1,1,1,3,2,2,1,no
28411,52,1,2,7,1,3,1,2,1,3,2,1,1,no
28412,42,7,2,7,1,3,1,1,1,3,2,1,1,no
28413,30,2,2,1,1,3,1,1,1,3,1,0,2,yes
28414,37,10,1,6,1,3,1,1,1,3,1,0,2,no
28415,46,10,3,3,1,1,1,1,1,3,2,1,1,no
28416,49,2,2,2,2,3,3,1,1,3,1,0,2,no
28417,33,7,2,7,1,3,1,1,1,3,1,0,2,yes
28418,30,7,3,7,1,1,1,1,1,3,3,0,2,yes
28419,52,1,2,4,1,3,1,1,1,3,2,1,1,no
28420,45,3,1,7,1,3,1,1,1,3,1,0,2,no
28421,33,10,3,7,1,3,1,1,1,3,2,0,2,no
28422,50,2,2,4,2,1,1,1,1,3,1,0,2,no
28423,30,7,3,7,1,3,1,1,1,3,2,0,2,yes
28424,36,6,2,4,1,3,1,1,1,3,6,0,2,no
28425,41,2,2,3,1,2,2,1,1,3,1,1,1,no
28426,47,10,1,6,1,1,1,1,1,3,2,0,2,no
28427,54,7,2,3,1,3,1,1,1,3,1,0,2,no
28428,43,3,2,4,1,3,1,1,1,3,2,0,2,no
28429,28,8,3,4,1,3,1,1,1,3,2,0,2,no
28430,46,10,3,3,1,1,1,1,1,3,2,1,1,no
28431,45,1,2,7,1,3,3,1,1,3,5,0,2,yes
28432,36,1,3,7,1,1,1,1,1,3,12,1,1,no
28433,48,2,2,1,2,3,1,1,1,3,2,3,1,no
28434,29,2,2,3,1,3,1,1,1,3,2,0,2,yes
28435,41,1,2,7,2,3,3,1,1,3,3,0,2,no
28436,40,8,2,2,2,1,1,1,1,3,2,2,1,no
28437,36,2,2,3,1,3,1,1,1,3,3,2,1,yes
28438,57,8,2,4,1,3,1,1,1,3,2,1,1,no
28439,37,2,2,6,1,1,1,1,1,3,1,0,2,no
28440,33,8,2,4,1,3,1,1,1,3,1,1,1,no
28441,30,1,3,7,1,3,1,2,1,4,2,0,2,no
28442,26,11,3,7,1,3,1,1,1,4,3,0,2,no
28443,41,10,2,4,1,3,3,1,1,4,2,0,2,no
28444,36,2,2,1,2,1,1,1,1,4,2,0,2,no
28445,36,2,2,3,1,1,1,1,1,4,1,0,2,no
28446,34,7,3,7,1,1,1,2,1,4,6,0,2,no
28447,30,1,2,7,1,1,1,1,1,4,1,0,2,no
28448,24,1,3,4,1,3,1,1,1,4,1,1,1,no
28449,41,10,2,6,1,3,1,1,1,4,5,1,1,yes
28450,41,1,1,7,1,1,1,1,1,4,4,0,2,no
28451,34,1,2,7,1,3,1,1,1,4,2,0,2,no
28452,42,1,3,6,1,3,1,1,1,4,1,0,2,no
28453,42,1,3,6,1,1,1,1,1,4,1,0,2,no
28454,45,2,2,3,2,3,1,1,1,4,3,1,1,no
28455,37,1,3,7,1,1,1,1,1,4,3,0,2,no
28456,73,6,1,1,1,1,3,1,1,4,1,0,2,yes
28457,45,2,2,3,2,3,1,1,1,4,4,1,1,no
28458,34,1,3,7,1,3,1,1,1,4,7,0,2,no
28459,38,2,2,3,1,1,1,1,1,4,1,1,1,no
28460,34,1,3,7,1,3,1,1,1,4,1,0,2,yes
28461,46,1,2,6,1,3,1,1,1,4,1,0,2,no
28462,34,1,3,7,1,3,1,1,1,4,1,0,2,no
28463,42,8,3,2,1,3,3,1,1,4,3,0,2,no
28464,59,2,2,3,1,1,1,2,1,4,3,1,1,no
28465,46,2,1,3,1,3,1,2,1,4,3,0,2,no
28466,34,7,3,7,1,3,1,2,1,4,6,0,2,no
28467,34,1,3,7,1,1,1,1,1,4,1,0,2,yes
28468,35,2,2,3,1,3,1,1,1,4,1,0,2,no
28469,34,1,3,7,1,1,1,1,1,4,1,1,1,yes
28470,34,11,3,7,1,3,1,1,1,4,1,0,2,yes
28471,24,8,3,4,1,3,1,1,1,4,2,0,2,yes
28472,48,2,3,3,1,3,1,1,1,4,1,1,1,no
28473,34,1,3,7,1,3,3,1,1,4,2,0,2,no
28474,24,8,3,4,1,3,1,2,1,4,1,1,1,no
28475,48,2,3,3,1,3,1,1,1,4,1,0,2,no
28476,24,8,3,4,1,3,1,1,1,4,1,0,2,no
28477,24,8,3,4,1,3,1,1,1,4,1,0,2,no
28478,59,6,2,7,1,1,1,1,1,4,1,0,2,yes
28479,47,7,2,3,1,3,1,2,1,4,5,0,2,no
28480,34,7,3,7,1,1,1,1,1,4,5,0,2,no
28481,24,8,3,4,1,3,1,1,1,4,1,1,1,yes
28482,24,8,3,4,1,1,1,1,1,4,1,0,2,yes
28483,55,1,3,4,1,3,1,1,1,4,2,1,1,no
28484,30,1,3,7,1,1,3,1,1,4,1,0,2,yes
28485,55,1,2,4,1,1,1,1,1,4,2,0,2,no
28486,42,7,2,7,1,1,1,1,1,4,2,0,2,yes
28487,26,11,3,7,1,3,1,1,1,4,1,0,2,no
28488,26,11,3,7,1,3,1,1,1,4,1,0,2,yes
28489,26,11,3,7,1,3,1,1,1,4,1,0,2,yes
28490,28,2,3,7,1,3,1,1,1,4,1,0,2,no
28491,35,1,2,7,1,1,1,1,1,4,1,0,2,no
28492,44,2,2,2,1,1,1,1,1,4,1,0,2,no
28493,30,1,3,7,1,3,3,1,1,4,1,0,2,no
28494,57,10,2,6,1,3,1,1,1,4,1,0,2,no
28495,57,10,2,6,1,3,1,1,1,4,1,0,2,yes
28496,45,2,2,3,2,3,1,1,1,4,5,0,2,no
28497,56,5,2,3,2,1,1,1,1,4,1,0,2,no
28498,30,1,2,7,1,1,1,1,1,4,1,0,2,yes
28499,30,1,2,7,1,3,1,1,1,4,1,0,2,yes
28500,45,2,2,3,2,3,1,1,1,4,2,0,2,no
28501,46,2,1,3,1,1,1,1,1,4,3,0,2,no
28502,30,1,2,7,1,3,3,1,1,4,1,0,2,yes
28503,39,1,2,7,1,3,3,1,1,4,2,0,2,no
28504,71,6,2,1,1,1,1,2,1,4,2,0,2,no
28505,25,1,3,7,1,1,1,1,1,4,1,0,2,no
28506,28,2,3,7,1,1,1,1,1,4,3,0,2,yes
28507,42,7,2,7,1,3,1,1,1,4,1,1,1,yes
28508,46,10,2,6,1,1,1,1,1,4,1,0,2,yes
28509,31,2,3,8,1,1,1,1,1,4,2,2,1,no
28510,34,2,3,4,1,1,1,1,1,4,2,2,1,no
28511,57,1,2,4,1,3,1,1,1,4,1,0,2,yes
28512,33,5,2,7,2,3,3,1,1,4,8,0,2,no
28513,61,6,2,7,1,3,1,1,1,4,1,0,2,yes
28514,36,8,2,4,1,2,2,1,1,4,3,0,2,no
28515,45,1,3,3,1,3,3,1,1,4,2,1,1,no
28516,36,1,2,7,1,1,1,1,1,4,6,1,1,no
28517,45,2,2,3,2,3,1,1,1,4,4,0,2,no
28518,42,1,2,7,1,3,3,1,1,4,5,0,2,no
28519,69,6,1,7,1,3,1,1,1,4,2,0,2,yes
28520,26,11,3,7,1,3,1,2,1,4,3,0,2,yes
28521,28,1,3,7,1,3,1,1,1,4,5,0,2,yes
28522,23,10,3,6,1,1,3,1,1,4,4,0,2,no
28523,29,1,3,7,1,3,1,2,1,4,3,0,2,no
28524,38,1,2,7,1,3,1,1,1,4,2,0,2,no
28525,47,2,2,6,1,3,1,1,1,4,4,1,1,no
